Date_ID,Day,Month,Year,id,name,sex,age,height,weight,team,noc,games,season,city,sport,event,medal
DT00009,21,8,2016,349,Waheed Abdulridha Waheed Karaawi,M,33.0,178.0,74.0,Iraq,IRQ,2016 Summer,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,
DT00009,21,8,2016,354,Bekzod Makhamadzhonovich Abdurakhmonov,M,26.0,172.0,74.0,Uzbekistan,UZB,2016 Summer,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",
DT00009,21,8,2016,356,Adlan Aliyevich Abdurashidov,M,26.0,172.0,60.0,Russia,RUS,2016 Summer,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,
DT00009,21,8,2016,402,Arthur Abele,M,30.0,184.0,85.0,Germany,GER,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,
DT00009,21,8,2016,412,Tesfaye Abera Dibaba,M,24.0,192.0,68.0,Ethiopia,ETH,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
DT00009,21,8,2016,431,Narek Abgaryan,M,24.0,166.0,52.0,Armenia,ARM,2016 Summer,Summer,Rio de Janeiro,Boxing,Boxing Men's Flyweight,
DT00009,21,8,2016,455,Denis Mikhaylovich Ablyazin,M,24.0,161.0,62.0,Russia,RUS,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Silver
DT00009,21,8,2016,455,Denis Mikhaylovich Ablyazin,M,24.0,161.0,62.0,Russia,RUS,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,
DT00009,21,8,2016,455,Denis Mikhaylovich Ablyazin,M,24.0,161.0,62.0,Russia,RUS,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault,Silver
DT00009,21,8,2016,455,Denis Mikhaylovich Ablyazin,M,24.0,161.0,62.0,Russia,RUS,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,Bronze
DT00009,21,8,2016,457,Thorine Christelle Aboa Mbeza,F,23.0,182.0,78.0,Cameroon,CMR,2016 Summer,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,
DT00009,21,8,2016,468,Abdelhalim Muhammad Abou,M,27.0,210.0,88.0,Egypt,EGY,2016 Summer,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
DT00009,21,8,2016,471,Ashraf Abou El-Hassan,M,41.0,186.0,86.0,Egypt,EGY,2016 Summer,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
DT00009,21,8,2016,494,Mamdouh Taha Al-Husseini Abouebaid,M,28.0,183.0,85.0,Egypt,EGY,2016 Summer,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
DT00009,21,8,2016,511,Tadesse Abraham,M,33.0,178.0,61.0,Switzerland,SUI,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
DT00009,21,8,2016,533,Yelena Vasilyevna Abramchuk (Kopets-),F,28.0,182.0,95.0,Belarus,BLR,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Women's Shot Put,
DT00009,21,8,2016,551,Aliyah Abrams,F,19.0,163.0,53.0,Guyana,GUY,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,
DT00009,21,8,2016,554,Benik Abramyan,M,31.0,186.0,115.0,Georgia,GEO,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,
DT00009,21,8,2016,563,Diogo Ferreira Tribolet de Abreu,M,22.0,183.0,73.0,Portugal,POR,2016 Summer,Summer,Rio de Janeiro,Trampolining,Trampolining Men's Individual,
DT00009,21,8,2016,574,rika Abril Surez,F,38.0,164.0,52.0,Colombia,COL,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
DT00009,21,8,2016,576,"Alejandro ""lex"" Abrines Redondo",M,23.0,198.0,93.0,Spain,ESP,2016 Summer,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
DT00009,21,8,2016,583,Julien Absalon,M,35.0,180.0,68.0,France,FRA,2016 Summer,Summer,Rio de Janeiro,Cycling,"Cycling Men's Mountainbike, Cross-Country",
DT00009,21,8,2016,593,Methkal Marouf Abu Drais,M,32.0,168.0,67.0,Jordan,JOR,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
DT00009,21,8,2016,608,Ahmad Abughaush,M,20.0,178.0,68.0,Jordan,JOR,2016 Summer,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,Gold
DT00009,21,8,2016,611,Mohammed Abukhousa,M,23.0,170.0,67.0,Palestine,PLE,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
DT00009,21,8,2016,613,Kariman Abuljadayel,F,22.0,180.0,70.0,Saudi Arabia,KSA,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
DT00009,21,8,2016,658,Jaouad Achab,M,23.0,175.0,64.0,Belgium,BEL,2016 Summer,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,
DT00009,21,8,2016,660,Karem Faride Achach Ramrez,F,25.0,169.0,60.0,Mexico,MEX,2016 Summer,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,
DT00009,21,8,2016,668,Gemma Acheampong,F,23.0,163.0,54.0,Ghana,GHA,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,
DT00009,21,8,2016,683,Natalie Chioma Achonwa,F,23.0,190.0,86.0,Canada,CAN,2016 Summer,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,
DT00009,21,8,2016,721,Mara Jos Acosta Acosta,F,24.0,172.0,69.0,Venezuela,VEN,2016 Summer,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle",
DT00009,21,8,2016,726,Tanya Acosta,F,25.0,182.0,70.0,Argentina,ARG,2016 Summer,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,
DT00009,21,8,2016,742,Roberto Acua,M,25.0,208.0,109.0,Argentina,ARG,2016 Summer,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
DT00009,21,8,2016,743,Arslanbek Aylow,M,23.0,177.0,75.0,Turkmenistan,TKM,2016 Summer,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,
DT00009,21,8,2016,769,Leonie Adam,F,23.0,162.0,54.0,Germany,GER,2016 Summer,Summer,Rio de Janeiro,Trampolining,Trampolining Women's Individual,
DT00009,21,8,2016,804,Antoine Xavier Adams,M,27.0,180.0,79.0,Saint Kitts and Nevis,SKN,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
DT00009,21,8,2016,804,Antoine Xavier Adams,M,27.0,180.0,79.0,Saint Kitts and Nevis,SKN,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,
DT00009,21,8,2016,804,Antoine Xavier Adams,M,27.0,180.0,79.0,Saint Kitts and Nevis,SKN,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,
DT00009,21,8,2016,823,Liam Adams,M,29.0,178.0,64.0,Australia,AUS,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
DT00009,21,8,2016,832,Nicola Virginia Adams,F,33.0,164.0,51.0,Great Britain,GBR,2016 Summer,Summer,Rio de Janeiro,Boxing,Boxing Women's Flyweight,Gold
DT00009,21,8,2016,837,Rachael Alexis Adams,F,26.0,188.0,81.0,United States,USA,2016 Summer,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
DT00009,21,8,2016,846,Valerie Kasanita Adams-Vili (-Price),F,31.0,193.0,120.0,New Zealand,NZL,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Women's Shot Put,Silver
DT00009,21,8,2016,864,Yasemin Adar,F,24.0,180.0,75.0,Turkey,TUR,2016 Summer,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Heavyweight, Freestyle",
DT00009,21,8,2016,900,Oluwakemi 'Kemi' Adekoya,F,23.0,166.0,63.0,Bahrain,BRN,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,
DT00009,21,8,2016,902,Odunayo Folasade Adekuoroye,F,22.0,169.0,53.0,Nigeria,NGR,2016 Summer,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Featherweight, Freestyle",
DT00009,21,8,2016,915,Abrar Osman Adem,M,22.0,168.0,58.0,Eritrea,ERI,2016 Summer,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",
DT00009,21,8,2016,924,Aminat Oluwafunmilayo Adeniyi,F,23.0,165.0,58.0,Nigeria,NGR,2016 Summer,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",
DT00009,21,8,2016,925,Adenzia Aparecida Ferreira da Silva,F,29.0,187.0,65.0,Brazil,BRA,2016 Summer,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,
DT00009,21,8,2016,931,Nyakisi Adero,F,30.0,,,Uganda,UGA,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
DT00009,21,8,2016,961,"Bradley Don ""Brad"" Adkins",M,22.0,188.0,80.0,United States,USA,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,
DT00009,21,8,2016,1018,Vera Adrian,F,22.0,168.0,57.0,Namibia,NAM,2016 Summer,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",
DT00009,21,8,2016,1023,"Adriana ""Adrianinha"" Moiss Pinto",F,37.0,170.0,65.0,Brazil,BRA,2016 Summer,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,
DT00009,21,8,2016,1035,Erkin Adylbek uulu,M,25.0,190.0,80.0,Kyrgyzstan,KGZ,2016 Summer,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,
DT00009,21,8,2016,1082,Ahmed Afifi,M,28.0,194.0,92.0,Egypt,EGY,2016 Summer,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
DT00009,21,8,2016,1093,Marina Anatolyevna Aframeyeva,F,25.0,171.0,62.0,Russia,RUS,2016 Summer,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",
DT00009,21,8,2016,1162,Levon Aghasyan,M,21.0,193.0,75.0,Armenia,ARM,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,
DT00009,21,8,2016,1213,Norisbeth Isais Agudo Gonzlez,F,24.0,163.0,55.0,Venezuela,VEN,2016 Summer,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,
DT00009,21,8,2016,1234,Alessandra Aguilar Morn,F,38.0,165.0,50.0,Spain,ESP,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
DT00009,21,8,2016,1242,Evelis Jazmin Aguilar Torres,F,23.0,173.0,64.0,Colombia,COL,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,
DT00009,21,8,2016,1254,Macarena Aguilar Daz,F,31.0,170.0,67.0,Spain,ESP,2016 Summer,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
DT00009,21,8,2016,1262,Sandra Aguilar Navarro,F,23.0,167.0,50.0,Spain,ESP,2016 Summer,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
DT00009,21,8,2016,1265,Yulenmis Aguilar Martnez,F,20.0,165.0,66.0,Cuba,CUB,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,
DT00009,21,8,2016,1271,Tomas Alonso Aguilera Armendariz,M,27.0,202.0,95.0,Mexico,MEX,2016 Summer,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
DT00009,21,8,2016,1320,Kelsie Ahbe,F,25.0,170.0,63.0,Canada,CAN,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,
DT00009,21,8,2016,1356,Christian Ahlmann,M,41.0,189.0,80.0,Germany,GER,2016 Summer,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
DT00009,21,8,2016,1356,Christian Ahlmann,M,41.0,189.0,80.0,Germany,GER,2016 Summer,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
DT00009,21,8,2016,1394,Ghofran Ahmed Zaki,M,23.0,192.0,68.0,Egypt,EGY,2016 Summer,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,
DT00009,21,8,2016,1405,Mohammed Ahmed,M,25.0,182.0,56.0,Canada,CAN,2016 Summer,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",
DT00009,21,8,2016,1405,Mohammed Ahmed,M,25.0,182.0,56.0,Canada,CAN,2016 Summer,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",
DT00009,21,8,2016,1413,Samia Mohamed Hagrass Ahmed,F,20.0,170.0,57.0,Egypt,EGY,2016 Summer,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,
DT00009,21,8,2016,1413,Samia Mohamed Hagrass Ahmed,F,20.0,170.0,57.0,Egypt,EGY,2016 Summer,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,
DT00009,21,8,2016,1421,Masbah Ahmmed,M,21.0,,,Bangladesh,BAN,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
DT00009,21,8,2016,1439,Murielle Ahour,F,28.0,165.0,58.0,Cote d'Ivoire,CIV,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
DT00009,21,8,2016,1439,Murielle Ahour,F,28.0,165.0,58.0,Cote d'Ivoire,CIV,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,
DT00009,21,8,2016,1453,Nicole Ahsinger,F,18.0,163.0,58.0,United States,USA,2016 Summer,Summer,Rio de Janeiro,Trampolining,Trampolining Women's Individual,
DT00009,21,8,2016,1462,Michelle-Lee Raquel Ahye,F,24.0,160.0,64.0,Trinidad and Tobago,TTO,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
DT00009,21,8,2016,1462,Michelle-Lee Raquel Ahye,F,24.0,160.0,64.0,Trinidad and Tobago,TTO,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,
DT00009,21,8,2016,1462,Michelle-Lee Raquel Ahye,F,24.0,160.0,64.0,Trinidad and Tobago,TTO,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,
DT00009,21,8,2016,1477,Neringa Aidietyt,F,33.0,177.0,60.0,Lithuania,LTU,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,
DT00009,21,8,2016,1488,Harry Leslie Aikines-Aryeetey,M,27.0,180.0,87.0,Great Britain,GBR,2016 Summer,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,
DT00009,21,8,2016,1519,Anasse At El Abdia,M,23.0,180.0,66.0,Morocco,MAR,2016 Summer,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
DT00009,21,8,2016,1525,Zied Ait Ouagram,M,27.0,191.0,75.0,Morocco,MAR,2016 Summer,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
DT00009,21,8,2016,1526,Samir At Sad,M,26.0,167.0,65.0,France,FRA,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,
DT00009,21,8,2016,1526,Samir At Sad,M,26.0,167.0,65.0,France,FRA,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,
